"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","Tenure_Group","Calculated total","Variance","Churn_Value","Churn_Numeric","predict_prob","predict_churn"
"5081-NWSUP","Female",0,"No","No",10,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","No","Mailed check",64.9,685.55,"No","0-1 Year",649,0.0533148566844139,"0",0,0.448857195034004,0
"2580-ATZSQ","Female",0,"Yes","Yes",65,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",61.35,3874.1,"No","4+ Years",3987.75,0.0293358457448182,"0",0,0.033907544634673,0
"8085-MSNLK","Female",0,"Yes","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Mailed check",113.95,6891.4,"No","4+ Years",7064.9,0.0251763067011059,"0",0,0.189498579686365,0
"9691-HKOVS","Female",0,"Yes","No",55,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",90.15,4916.95,"No","4+ Years",4958.25,0.00839951596009725,"0",0,0.135722733554309,0
"9881-VCZEP","Female",0,"Yes","No",25,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",54.1,1373,"No","2-4 Years",1352.5,0.0149308084486526,"0",0,0.199978719129959,0
"9526-BIHHD","Male",0,"No","No",1,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",29.7,29.7,"Yes","0-1 Year",29.7,0,"1",1,0.29558469379217,0
"8757-TFHHJ","Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",49.8,49.8,"No","0-1 Year",49.8,0,"0",0,0.448467399712937,0
"4523-WXCEF","Female",0,"Yes","No",59,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",101.1,6039.9,"Yes","4+ Years",5964.9,0.0124174241295386,"1",1,0.153025580256067,0
"1468-DEFNC","Male",1,"Yes","Yes",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.4,1548.65,"No","4+ Years",1561.6,0.0083621218480611,"0",0,0.0108712212796369,0
"5119-KEPFY","Male",0,"Yes","No",36,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95,3440.25,"No","2-4 Years",3420,0.00588620013080445,"0",0,0.343938566809248,0
"8364-TRMMK","Female",0,"No","No",3,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.65,151.3,"Yes","0-1 Year",151.95,0.00429610046265682,"1",1,0.428253674808744,0
"0916-KNFAJ","Male",0,"Yes","No",61,"Yes","Yes","DSL","Yes","No","Yes","No","No","Yes","Two year","Yes","Mailed check",69.9,4226.7,"No","4+ Years",4263.9,0.00880119241961832,"0",0,0.0547829225764485,0
"8319-QBEHW","Male",0,"No","Yes",26,"No","No phone service","DSL","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",39.95,1023.75,"No","2-4 Years",1038.7,0.0146031746031746,"0",0,0.129296968114671,0
"3063-QFSZL","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.4,55.4,"Yes","0-1 Year",55.4,0,"1",1,0.494361951693418,0
"8775-LHDJH","Female",1,"Yes","No",1,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.6,90.6,"Yes","0-1 Year",90.6,0,"1",1,0.756940469902354,1
"9625-QNLUX","Male",0,"Yes","Yes",68,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",103.25,7074.4,"No","4+ Years",7021,0.00754834332240185,"0",0,0.105674077580472,0
"3097-NQYSN","Male",1,"Yes","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",86.85,156.35,"Yes","0-1 Year",173.7,0.110968979852894,"1",1,0.722622952094527,1
"4024-CSNBY","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",94.25,6849.75,"No","4+ Years",6786,0.00930690901127778,"0",0,0.0658592445235952,0
"7110-BDTWG","Female",0,"Yes","No",71,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes","Two year","Yes","Electronic check",47.05,3263.6,"No","4+ Years",3340.55,0.0235782571393553,"0",0,0.0155113974217353,0
"7493-GVFIO","Male",0,"No","No",57,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.55,1252.85,"No","4+ Years",1171.35,0.0650516821646644,"0",0,0.0140345017813532,0
"0690-SRQID","Male",0,"No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.65,67.55,"No","0-1 Year",78.6,0.163582531458179,"0",0,0.203538678782811,0
"9605-WGJVW","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.2,70.2,"No","0-1 Year",70.2,0,"0",0,0.614094577217011,1
"9114-DPSIA","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",81,5750,"No","4+ Years",5832,0.0142608695652174,"0",0,0.0435965332229955,0
"4700-UBQMV","Male",0,"Yes","Yes",21,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",75.9,1549.75,"No","1-2 Years",1593.9,0.0284884658815939,"0",0,0.389658820759235,0
"7711-GQBZC","Female",0,"Yes","Yes",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.7,1810.55,"No","4+ Years",1753.7,0.0313992985556874,"0",0,0.0074938625151384,0
"3565-UNOCC","Female",1,"Yes","No",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.05,2952.85,"Yes","2-4 Years",2872.45,0.0272279323365562,"1",1,0.468248474271533,0
"4627-MIHJH","Female",1,"No","No",69,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",110.25,7467.55,"No","4+ Years",7607.25,0.0187076082517023,"0",0,0.123427420505516,0
"9795-NREXC","Female",0,"Yes","No",64,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85,5484.4,"No","4+ Years",5440,0.00809568959229809,"0",0,0.0747310753402308,0
"8573-CGOCC","Male",0,"No","No",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.75,294.9,"No","1-2 Years",316,0.0715496778569007,"0",0,0.116956229992235,0
"7356-AYNJP","Female",0,"No","No",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",23.9,97.5,"No","0-1 Year",95.6,0.0194871794871795,"0",0,0.227155507688715,0
"9249-FXSCK","Female",0,"No","No",52,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",111.25,5916.45,"Yes","4+ Years",5785,0.022217715014916,"1",1,0.270579774145022,0
"5493-SDRDQ","Male",0,"No","No",2,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",55.1,113.35,"Yes","0-1 Year",110.2,0.027790030877812,"1",1,0.478145855119526,0
"6286-SUUWT","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,19.95,"No","0-1 Year",19.95,0,"0",0,0.233381877483159,0
"4819-HJPIW","Male",0,"No","No",18,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",25.15,476.8,"No","1-2 Years",452.7,0.0505453020134229,"0",0,0.124124768629762,0
"8654-DHAOW","Female",0,"No","No",2,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check",54.15,101.65,"No","0-1 Year",108.3,0.0654205607476635,"0",0,0.470349955190293,0
"5438-QMDDL","Female",0,"Yes","No",19,"Yes","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Mailed check",59.8,1130.85,"No","1-2 Years",1136.2,0.00473095459167895,"0",0,0.295555608162753,0
"9812-GHVRI","Female",0,"No","No",40,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",83.85,3532.25,"No","2-4 Years",3354,0.0504635855333003,"0",0,0.22566541715018,0
"5553-AOINX","Female",1,"Yes","Yes",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",104.9,6891.45,"No","4+ Years",6923.4,0.00463617961386947,"0",0,0.122247834206375,0
"1228-ZLNBX","Male",0,"No","No",21,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",75.3,1570.7,"No","1-2 Years",1581.3,0.00674858343413759,"0",0,0.384972692250059,0
"4226-KKDON","Male",0,"No","No",8,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",66.65,520.95,"No","0-1 Year",533.2,0.0235147326998752,"0",0,0.490600833832151,0
"3831-YCPUO","Female",0,"Yes","Yes",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",109.5,7854.9,"No","4+ Years",7884,0.0037046938853455,"0",0,0.104313771160965,0
"7445-WMRBW","Female",0,"No","No",48,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",73.85,3581.4,"No","2-4 Years",3544.8,0.0102194672474452,"0",0,0.118946833358998,0
"3308-DGHKL","Male",0,"No","No",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",19.3,1447.9,"No","4+ Years",1331.7,0.0802541611989779,"0",0,0.00700718444754275,0
"9924-JPRMC","Male",0,"No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",118.2,8547.15,"No","4+ Years",8510.4,0.00429967884031519,"0",0,0.134255490204947,0
"0080-EMYVY","Female",0,"No","No",14,"Yes","No","DSL","No","Yes","No","No","No","No","One year","No","Credit card (automatic)",51.45,727.85,"No","1-2 Years",720.3,0.010373016418218,"0",0,0.295639833478841,0
"6218-KNUBD","Male",0,"No","No",6,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",59.45,357.6,"No","0-1 Year",356.7,0.00251677852348987,"0",0,0.458971761034505,0
"7337-CINUD","Female",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.5,159.35,"No","0-1 Year",156,0.0210229055538123,"0",0,0.169462601787244,0
"7609-NRNCA","Female",0,"No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.55,280.85,"No","1-2 Years",332.35,0.183371906711768,"0",0,0.110740163338677,0
"0623-EJQEG","Male",0,"No","No",65,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","No","Electronic check",93.55,6069.25,"No","4+ Years",6080.75,0.00189479754500144,"0",0,0.0919688212374992,0
"7153-CHRBV","Female",0,"Yes","Yes",57,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Mailed check",59.3,3274.35,"No","4+ Years",3380.1,0.0322964863255303,"0",0,0.0484882394708446,0
"0871-URUWO","Male",0,"Yes","No",13,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",102.25,1359,"Yes","1-2 Years",1329.25,0.0218910963944077,"1",1,0.702424265983173,1
"9190-MFJLN","Male",1,"No","No",19,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.9,1777.9,"Yes","1-2 Years",1822.1,0.0248607908206311,"1",1,0.579226891380481,1
"6198-PNNSZ","Female",0,"Yes","No",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",109.8,6109.65,"No","4+ Years",6148.8,0.00640789570597343,"0",0,0.221044842643446,0
"3317-VLGQT","Female",0,"Yes","No",14,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",78.1,1122.4,"No","1-2 Years",1093.4,0.0258374910905205,"0",0,0.502244694920047,1
"4132-POCZS","Male",0,"Yes","No",52,"No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",39.9,2020.9,"No","4+ Years",2074.8,0.0266712850710078,"0",0,0.0342237295152561,0
"5614-DNZCE","Female",0,"No","No",58,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",64.9,3795.45,"No","4+ Years",3764.2,0.00823354279466191,"0",0,0.054812540451012,0
"1095-JUDTC","Female",1,"No","No",47,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",95.05,4504.55,"Yes","2-4 Years",4467.35,0.00825831659100259,"1",1,0.222761736146093,0
"3896-RCYYE","Female",0,"No","No",67,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",53.4,3579.15,"No","4+ Years",3577.8,0.000377184527052614,"0",0,0.023628960788728,0
"9638-JIQYA","Male",0,"No","No",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",24.9,49.7,"No","0-1 Year",49.8,0.00201207243460753,"0",0,0.253233689421088,0
"3258-SANFR","Male",1,"No","No",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",44.7,276.5,"No","0-1 Year",268.2,0.03001808318264,"0",0,0.343001497097526,0
"3726-TBHQT","Male",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114,8175.9,"No","4+ Years",8094,0.0100172458078009,"0",0,0.124877157336388,0
"3190-ITQXP","Female",0,"Yes","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.25,890.35,"No","2-4 Years",931.5,0.0462177795249059,"0",0,0.0251732451794216,0
"0870-VEMYL","Female",0,"No","No",5,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Credit card (automatic)",53.85,259.8,"Yes","0-1 Year",269.25,0.0363741339491916,"1",1,0.427086229170777,0
"4833-QTJNO","Male",1,"Yes","No",67,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",83.85,5588.8,"No","4+ Years",5617.95,0.00521578872029767,"0",0,0.0618513719769126,0
"3039-MJSLN","Male",0,"No","Yes",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",20.2,50.6,"No","0-1 Year",60.6,0.197628458498024,"0",0,0.215653971693817,0
"0178-CIIKR","Female",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,58,"No","0-1 Year",59.85,0.0318965517241378,"0",0,0.214265449114338,0
"5385-SUIRI","Male",1,"Yes","No",52,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.2,5568.35,"Yes","4+ Years",5418.4,0.02692898255318,"1",1,0.227282736189476,0
"3982-XWFZQ","Female",0,"Yes","No",42,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",50.25,2203.65,"Yes","2-4 Years",2110.5,0.0422707780273637,"1",1,0.0795181423394772,0
"5774-QPLTF","Male",0,"Yes","Yes",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.35,938.95,"No","4+ Years",1017.5,0.0836572767453007,"0",0,0.0203648862662168,0
"2322-VCZHZ","Male",1,"Yes","No",23,"Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90,2024.1,"No","1-2 Years",2070,0.0226767452200979,"0",0,0.476326114732943,0
"5010-IPEAQ","Female",0,"Yes","Yes",67,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",54.2,3623.95,"No","4+ Years",3631.4,0.00205576787759221,"0",0,0.0242440966091667,0
"4009-ALQFH","Female",0,"No","No",25,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",99.5,2369.05,"Yes","2-4 Years",2487.5,0.0499989447246786,"1",1,0.526927618290513,1
"6383-ZTSIW","Female",1,"Yes","No",39,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","No","Mailed check",99.1,3877.95,"No","2-4 Years",3864.9,0.00336518005647318,"0",0,0.337158053988834,0
"8990-YOZLV","Female",0,"No","No",69,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check",66.9,4577.9,"No","4+ Years",4616.1,0.00834443740579758,"0",0,0.0326998899814691,0
"3069-SSVSN","Female",0,"No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","One year","No","Mailed check",25.85,25.85,"No","0-1 Year",25.85,0,"0",0,0.26990057630015,0
"5222-IMUKT","Male",0,"No","No",32,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",91.05,2871.5,"No","2-4 Years",2913.6,0.0146613268326658,"0",0,0.364562492044134,0
"3627-FCRDW","Female",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",71,672.55,"Yes","0-1 Year",639,0.0498847669318266,"1",1,0.512628406421003,1
"7562-GSUHK","Female",0,"No","No",16,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",93.2,1573.7,"Yes","1-2 Years",1491.2,0.0524242231683294,"1",1,0.597695421692193,1
"6685-XSHHU","Male",0,"Yes","Yes",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.95,1270.55,"No","4+ Years",1257,0.0106646727795049,"0",0,0.0120797262821111,0
"8901-UPRHR","Female",0,"Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",109.2,7711.45,"No","4+ Years",7862.4,0.0195747881397144,"0",0,0.103394831580491,0
"4903-UYAVB","Male",0,"Yes","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.35,126.05,"Yes","0-1 Year",96.75,0.232447441491472,"1",1,0.193216867664591,0
"0118-JPNOY","Female",1,"No","No",26,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.8,2193.65,"No","2-4 Years",2230.8,0.0169352449114488,"0",0,0.401760220123701,0
"6776-TLWOI","Male",0,"No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.85,64.55,"Yes","0-1 Year",59.55,0.0774593338497288,"1",1,0.213711863871106,0
"3845-FXCYS","Male",0,"No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.65,31.2,"No","0-1 Year",39.3,0.259615384615385,"0",0,0.22196843931394,0
"5857-XRECV","Female",0,"No","Yes",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.5,38.25,"No","0-1 Year",41,0.0718954248366013,"0",0,0.226837387846887,0
"0725-CXOTM","Female",0,"No","No",36,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",89.65,3348.1,"No","2-4 Years",3227.4,0.0360502971834771,"0",0,0.305365798952545,0
"4343-EJVQB","Male",0,"No","No",7,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",74.35,533.6,"No","0-1 Year",520.45,0.0246439280359822,"0",0,0.567307202067836,1
"9000-PLFUZ","Female",1,"Yes","No",60,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Two year","Yes","Credit card (automatic)",49.45,2907.55,"No","4+ Years",2967,0.0204467678973706,"0",0,0.0302935666010605,0
"3427-GGZZI","Female",0,"Yes","No",19,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",89.1,1620.8,"No","1-2 Years",1692.9,0.0444842053307008,"0",0,0.523930033233749,1
"7779-ORAEL","Male",1,"Yes","No",45,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",75.15,3480.35,"No","2-4 Years",3381.75,0.0283304840030455,"0",0,0.142519605382587,0
"0644-OQMDK","Male",1,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.65,293.85,"No","0-1 Year",282.6,0.0382848392036753,"0",0,0.57791777415923,1
"4077-CROMM","Female",0,"Yes","Yes",31,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",104.2,3243.45,"Yes","2-4 Years",3230.2,0.00408515623795636,"1",1,0.483064772599291,0
"3154-CFSZG","Male",0,"Yes","Yes",47,"Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",90.05,4137.2,"No","2-4 Years",4232.35,0.0229986464275354,"0",0,0.195571143596219,0
"2868-MZAGQ","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.25,79.25,"Yes","0-1 Year",79.25,0,"1",1,0.681878407446888,1
"4847-QNOKA","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.9,44.9,"Yes","0-1 Year",44.9,0,"1",1,0.408991073722426,0
"2220-IAHLS","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",19.4,19.4,"No","0-1 Year",19.4,0,"0",0,0.230158796464309,0
"1658-XUHBX","Female",1,"Yes","Yes",59,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",88.75,5348.65,"No","4+ Years",5236.25,0.0210146485561777,"0",0,0.107403797520123,0
"6379-RXJRQ","Male",0,"Yes","No",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.1,659.65,"Yes","0-1 Year",701,0.0626847570681422,"1",1,0.491465207937938,0
"2378-HTWFW","Male",1,"No","No",35,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",91,3180.5,"No","2-4 Years",3185,0.00141487187549128,"0",0,0.326865288042202,0
"8650-RHRKE","Male",0,"No","No",4,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",29.65,118.5,"Yes","0-1 Year",118.6,0.000843881856540036,"1",1,0.26207832395377,0
"4377-VDHYI","Male",0,"Yes","Yes",32,"Yes","No","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Electronic check",90.8,3023.85,"No","2-4 Years",2905.6,0.0391057757494585,"0",0,0.362658505769562,0
"0475-RIJEP","Male",0,"No","No",43,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",77.85,3365.85,"Yes","2-4 Years",3347.55,0.00543696243148096,"1",1,0.168602591703141,0
"1260-TTRXI","Male",0,"No","No",4,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",54.3,195.3,"Yes","0-1 Year",217.2,0.112135176651306,"1",1,0.444259354098812,0
"3719-TDVQB","Female",1,"Yes","No",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",18.95,1031.1,"No","4+ Years",1023.3,0.0075647366889729,"0",0,0.0156790401569688,0
"6328-ZPBGN","Female",1,"No","No",11,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.15,997.65,"Yes","0-1 Year",1046.65,0.0491154212399139,"1",1,0.675962513937044,1
"0201-MIBOL","Female",1,"No","No",66,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",102.4,6471.85,"No","4+ Years",6758.4,0.0442763661086088,"0",0,0.113689536756751,0
"4937-QPZPO","Male",0,"Yes","Yes",61,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",99.9,6241.35,"No","4+ Years",6093.9,0.0236246965800668,"0",0,0.134627142709079,0
"2925-VDZHY","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",88.7,6501.35,"No","4+ Years",6386.4,0.0176809431887223,"0",0,0.0554737527875808,0
"6981-TDRFT","Male",0,"Yes","Yes",44,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",54.3,2317.1,"No","2-4 Years",2389.2,0.031116481809158,"0",0,0.081233387988647,0
"3413-CSSTH","Male",0,"No","No",41,"Yes","Yes","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",55.7,2237.55,"No","2-4 Years",2283.7,0.0206252374248621,"0",0,0.0984566400364132,0
"8033-VCZGH","Male",0,"Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.95,5231.3,"No","4+ Years",5197.5,0.00646110909334203,"0",0,0.245667173792565,0
"4789-KWMXN","Male",0,"Yes","No",47,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",110.85,5275.8,"Yes","2-4 Years",5209.95,0.0124815193904243,"1",1,0.325277771368904,0
"0224-NIJLP","Male",0,"Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.15,165.5,"No","0-1 Year",161.2,0.0259818731117825,"0",0,0.172494934187601,0
"7542-CYDDM","Male",0,"No","No",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.05,358.5,"No","1-2 Years",360.9,0.00669456066945616,"0",0,0.106996747202788,0
"4718-WXBGI","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",91.95,6614.9,"No","4+ Years",6620.4,0.000831456257842282,"0",0,0.0613523430024377,0
